Date,Close,Volume,Return,RSI,Vol_MA20,Volume_Bin,SMA3,Price_Trend
2020-08-07,108.20376586914062,198045600,-0.022735676179474806,74.90291640203326,173284828.57142857,1,108.63773345947266,1
2020-08-10,109.77650451660156,212403600,0.014534971447878853,76.74527237755471,175892746.66666666,2,109.56711832682292,1
2020-08-11,106.51174926757812,187902400,-0.029740018261646406,65.92626290152714,176643350.0,1,108.16400655110677,-1
2020-08-12,110.05158233642578,165598000,0.033234202735276774,70.7423291832279,175993623.52941176,1,108.77994537353516,1
2020-08-13,111.99923706054688,210082000,0.017697653071149455,73.00331095602732,177887422.2222222,1,109.52085622151692,1
2020-08-14,111.8994369506836,165565200,-0.0008910784794839977,72.69331536110795,177238884.21052632,1,111.31675211588542,1
2020-08-17,111.60726165771484,119561600,-0.00261105239606807,71.7329667552821,174355020.0,0,111.83531188964844,1
2020-08-18,112.53727722167967,105633600,0.008332930583110798,72.95761357770317,174465040.0,0,112.01465861002605,1
2020-08-19,112.67848205566406,145538000,0.0012547383184529082,73.14783262716246,177291860.0,1,112.2743403116862,1
2020-08-20,115.17876434326172,126907200,0.022189527600864345,76.32360091481387,173787000.0,0,113.46484120686848,1
2020-08-21,121.1142120361328,338054800,0.051532482803704704,81.82033239283278,181417800.0,2,116.32381947835286,1
2020-08-24,122.56275939941406,345937600,0.011960176588104332,82.86581366293856,192653980.0,2,119.6185785929362,1
2020-08-25,121.55729675292967,211495600,-0.008203655428544399,79.45039231380476,198047480.0,1,121.74475606282552,1
2020-08-26,123.21037292480467,163022400,0.013599152136748671,80.84802804507817,201682140.0,1,122.44347635904946,1
2020-08-27,121.73744201660156,155552400,-0.011954601493674888,75.894924722014,201553260.0,0,122.16837056477863,-1
2020-08-28,121.540283203125,187630000,-0.0016195412866459868,75.23053848075071,192217920.0,1,122.16269938151042,-1
2020-08-31,125.66195678710938,225702700,0.03391199588613758,79.30849082197513,188095495.0,1,122.97989400227864,1
2020-09-01,130.6674041748047,151948100,0.03983263921455005,82.97440204654781,187039320.0,1,125.95654805501302,1
2020-09-02,127.96016693115234,200119000,-0.02071853543543767,75.21282820108557,190956430.0,1,128.0965092976888,1
2020-09-03,117.71556091308594,257599600,-0.08006089913573189,54.45447606673132,193714970.0,2,125.44771067301433,-1
2020-09-04,117.79346466064452,332607200,0.0006617965114747992,54.557186353251964,200443050.0,2,121.15639750162761,-1
2020-09-08,109.86656188964844,231366600,-0.06729492840568863,43.74673656257193,201391200.0,1,115.1251958211263,-1
2020-09-09,114.24877166748048,176940500,0.039886656162350764,49.682604967830706,200843105.0,1,113.96959940592448,-1
2020-09-10,110.51902770996094,182274400,-0.03264581231888353,45.3011688081018,201676925.0,1,111.54478708902995,-1
2020-09-11,109.06802368164062,180860300,-0.013128997407833132,43.68703697692249,200215840.0,1,111.27860768636067,-1
2020-09-14,112.34004974365234,140150100,0.02999986569448132,48.171695840202624,198945085.0,0,110.64236704508464,-1
2020-09-15,112.51536560058594,184642000,0.0015605819770745377,48.408770991011465,202199105.0,1,111.3078130086263,1
2020-09-16,109.19464111328124,154679000,-0.029513519949735723,44.277371451475,204651375.0,0,111.35001881917317,1
2020-09-17,107.45149993896484,178011000,-0.015963614665924997,42.23950213370676,206275025.0,1,109.72050221761067,-1
2020-09-18,104.04312896728516,287104900,-0.03172008742191346,38.50752412616776,214284910.0,2,106.89642333984375,-1
